SDG_id,SDG_keywords,match_tpye
SDG12_5,"(((?:recycl\S*|\bre.?us\S*|re.?utiliz\S*|re.?possess\S*|\bregenerat\S*|circular|circulat\S*|circulating|reclaimed|reclamation.?|\breduc)\s(?:\w+\s){0,6}(?=(?:waste\S*|rubbish|garbage\S*|junk|debris|trash|litter.?|sewage\S*|sludge|scrap metal|scrap lumber|solvent\S*|product residue\S*|kiln dust|slag|fly ash|\bpaper\b|cardboard|packaging|\bfibre.?|\bfiber.?|\bpulp\b|plastic\S*|\bglass\b|\bresidue.?\b|by.?product\S*|material.?\b|metal.?|resource.?|furniture.?|mattresse.?)))|((?:waste\S*|rubbish|garbage\S*|junk|debris|trash|litter.?|sewage\S*|sludge|scrap metal|scrap lumber|solvent\S*|product residue\S*|kiln dust|slag|fly ash|\bpaper\b|cardboard|packaging|\bfibre.?|\bfiber.?|\bpulp\b|plastic\S*|\bglass\b|\bresidue.?\b|by.?product\S*|material.?\b|metal.?|resource.?|furniture.?|mattresse.?)\s(?:\w+\s){0,6}(?=(?:recycl\S*|\bre.?us\S*|re.?utiliz\S*|re.?possess\S*|\bregenerat\S*|circular|circulat\S*|circulating|reclaimed|reclamation.?|\breduc))))",indirect
SDG12_5,"(((?:\brepair\S*|\brefurbish\S*)\s(?:\w+\s){0,6}(?=(?:material.?\b|resource.?|products)))|((?:material.?\b|resource.?|products)\s(?:\w+\s){0,6}(?=(?:\brepair\S*|\brefurbish\S*))))",indirect
SDG12_5,cradle to cradle|Life cycle assessment.?|Circular economy|recycling rate.?|refurbishment.?,indirect
SDG12_6,"^(?!.*(?:Annual Report.?|Corporate Information|Initiatives for Sustainable Growth|Sustainability Meeting.?|Corporate Governance Sustainability|Company Overview))(?=.*(?:\bcompany\b|\bcompanies|\bfirm.?\b|\bcorporate\b|\bcorporation\S*|business|enterprise\S*)).+(((?:sustainab\S*)\s(?:\w+\s){0,4}(?=(?:practic\S*|action.?|reporting|\bpublish\S*|information)))|((?:practic\S*|action.?|reporting|\bpublish\S*|information)\s(?:\w+\s){0,4}(?=(?:sustainab\S*))))",indirect
SDG12_6,^(?!.*(?:Social Responsibility Committee))(?=.*(?:\bsoci\S*))(?=.*(?:responsibilit\S*))(?=.*(?:\bcompany\b|\bcompanies|\bfirm.?\b|\bcorporate\b|\bcorporation\S*|business|enterprise\S*))(?=.*(?:accelerat\S*|ascend\S*|\badvanc\S*|augment\S*|\bamplif\S*|magnif\S*|burgeon\S*|\bclimb\S*|better|boost\S*|\bboom\S*|\bdouble\S*|escalat\S*|expansion\S*|\bexpand\S*|\benlarge\S*|\bgrow\S*|\bhike|\bhiking|heighten\S*|improv\S*|increas\S*|foster\S*|\bfortif\S*|facilitat\S*|increment\S*|jump\S*|\blift\S*|\brais\S*|\brise.?\b|rising|\brose\S*|risen|\brocket\S*|skyrocket\S*|\bsurg\S*|\bsoar\S*|promot\S*|proliferat\S*|strengthen\S*|enhanc\S*|aggrandiz\S*|reinforc\S*|upsurg\S*|upward\S*)).+,indirect
SDG12_6,^(?=.*(?:commitment\S*))(?=.*(?:social responsibilit\S*|environmental stewardship.?)).+,indirect
SDG12_6,"^(?=.*(?:\bcompany\b|\bcompanies|\bfirm.?\b|\bcorporate\b|\bcorporation\S*|business|enterprise\S*)).+(((?:\bdisclos\S*|\bmanage|share)\s(?:\w+\s){0,4}(?=(?:environmental information)))|((?:environmental information)\s(?:\w+\s){0,4}(?=(?:\bdisclos\S*|\bmanage|share))))",indirect
SDG12_6,"^(?=.*(?:emission.?)).+(((?:\bdisclos\S*|reporting)\s(?:\w+\s){0,6}(?=(?:information|data)))|((?:information|data)\s(?:\w+\s){0,6}(?=(?:\bdisclos\S*|reporting))))",indirect
SDG12_7,^(?=.*(?:sustainab\S*|\bGreen\b))(?=.*(?:procurement\S*|acquisition.?)).+,indirect
SDG12_7,^(?=.*(?:procurement\S*|acquisition.?))(?=.*(?:national polic\S*|national priorit\S*|national action plan.?))(?=.*(?:in accordance with|\bfollow\S*|align.? with|according to|in line with)).+,indirect
SDG12_8,^(?=.*(?:sustainable development|harmony with nature))(?=.*(?:information|awareness|educat\S*|curricul\S*)).+,indirect
SDG12_a,^(?=.*(?:sustainab\S*|\bgreen\b|\bgreener\b|\bclean))(?=.*(?:consum\S*|\bproduc\S*|manufactur\S*|\buse|\busing\b))(?=.*(?:scientific|\bscience|tech\S*|\brenewable.?))(?=.*(?:((Aruba|Afghanistan|Angola|Anguilla|Albania|United Arab Emirates|Argentina|Armenia|American Samoa|French Southern Territories|Antigua and Barbuda|Azerbaijan|Burundi|Benin|Burkina Faso|Bangladesh|Bahrain|Bahamas|Bosnia and Herzegovina|Belarus|Belize|Bolivia|Brazil|Barbados|Brunei Darussalam|Bhutan|Botswana|Central African Republic|Chile|China|C.?te d.?Ivoire|Cameroon|Congo\b|Cook Islands|Colombia|Comoros|Cabo Verde|Costa Rica|\bCuba\b|CuraÃ§ao|Cayman Islands|Cyprus|Cyprus|Djibouti|Dominica|Dominican Republic|Algeria|Ecuador|Egypt|Eritrea|Western Sahara|Ethiopia|Fiji|Micronesia|Gabon|Georgia|Ghana|Guinea|Gambia|Guinea.?Bissau|Equatorial Guinea|Grenada|Guatemala|Guam|Guyana|Heard Island and McDonald Islands|Honduras|Haiti|Indonesia|\bIndia\b|\bIran\b|\bIraq\b|Jamaica|Jordan|Kazakhstan|Kenya|Kyrgyzstan|Cambodia|Kiribati|Saint Kitts and Nevis|Kuwait|\bLao.?\b|Lebanon|Liberia|Libya|Saint Lucia|Sri Lanka|Lesotho|Macao|Saint Martin|Morocco|Moldova|Madagascar|Maldives|Mexico|Marshall Islands|North Macedonia|\bMali\b|Myanmar|Montenegro|Mongolia|Northern Mariana Islands|Mozambique|Mauritania|Montserrat|Mauritius|Malawi|Malaysia|Namibia|New Caledonia|Niger|Norfolk Island|Nigeria|Nicaragua|Niue|Nepal|Nauru|Oman|Pakistan|Panama|Pitcairn|Peru|Philippines|Palau|Papua New Guinea|Puerto Rico|Paraguay|Palestine|French Polynesia|Qatar|Russia|Rwanda|Sudan|Senegal|Singapore|South Georgia and the South Sandwich Islands|Saint Helena|Solomon Islands|Sierra Leone|El Salvador|Somalia|Serbia|South Sudan|Sao Tome and Principe|Suriname|Eswatini|Sint Maarten|Seychelles|Syrian|Turks and Caicos Islands|Chad|Togo|Thailand|Tajikistan|Turkmenistan|Timor.?Leste|Tonga|Trinidad and Tobago|Tunisia|Turkey|Tanzania|Uganda|Ukraine|Uruguay|Uzbekistan|Saint Vincent and the Grenadines|Venezuela|Virgin Islands|Viet Nam|Vanuatu|Wallis and Futuna|Samoa|Yemen|South Africa|Zambia|Zimbabwe|Somaliland|Kosovo|Ashmore|Cartier|Siachen Glacier|North Korea|\bABW\b|\bAFG\b|\bAGO\b|\bAIA\b|\bALB\b|\bARG\b|\bARM\b|\bASM\b|\bATF\b|\bATG\b|\bAZE\b|\bBDI\b|\bBEN\b|\bBFA\b|\bBGD\b|\bBHR\b|\bBHS\b|\bBIH\b|\bBLR\b|\bBLZ\b|\bBOL\b|\bBRA\b|\bBRB\b|\bBRN\b|\bBTN\b|\bBWA\b|\bCAF\b|\bCHL\b|\bCHN\b|\bCIV\b|\bCMR\b|\bCOD\b|\bCOG\b|\bCOK\b|\bCOL\b|\bCOM\b|\bCPV\b|\bCRI\b|\bCUB\b|\bCUW\b|\bCYM\b|\bCYP\b|\bCYP\b|\bDJI\b|\bDMA\b|\bDOM\b|\bDZA\b|\bECU\b|\bEGY\b|\bERI\b|\bESH\b|\bETH\b|\bFJI\b|\bFSM\b|\bGAB\b|\bGEO\b|\bGHA\b|\bGIN\b|\bGMB\b|\bGNB\b|\bGNQ\b|\bGRD\b|\bGTM\b|\bGUM\b|\bGUY\b|\bHMD\b|\bHND\b|\bHTI\b|\bIDN\b|\bIND\b|\bIRN\b|\bIRQ\b|\bJAM\b|\bJOR\b|\bKAZ\b|\bKEN\b|\bKGZ\b|\bKHM\b|\bKIR\b|\bKNA\b|\bKOR\b|\bKWT\b|\bLAO\b|\bLBN\b|\bLBR\b|\bLBY\b|\bLCA\b|\bLKA\b|\bLSO\b|\bMAF\b|\bMDA\b|\bMDG\b|\bMDV\b|\bMEX\b|\bMHL\b|\bMKD\b|\bMLI\b|\bMMR\b|\bMNE\b|\bMNG\b|\bMNP\b|\bMOZ\b|\bMRT\b|\bMSR\b|\bMUS\b|\bMWI\b|\bMYS\b|\bNAM\b|\bNCL\b|\bNER\b|\bNFK\b|\bNGA\b|\bNIC\b|\bNIU\b|\bNPL\b|\bNRU\b|\bOMN\b|\bPAK\b|\bPAN\b|\bPCN\b|\bPHL\b|\bPLW\b|\bPNG\b|\bPRK\b|\bPRY\b|\bPSE\b|\bPYF\b|\bQAT\b|\bRUS\b|\bRWA\b|\bSDN\b|\bSEN\b|\bSGP\b|\bSGS\b|\bSHN\b|\bSLB\b|\bSLE\b|\bSLV\b|\bSOM\b|\bSRB\b|\bSSD\b|\bSTP\b|\bSUR\b|\bSWZ\b|\bSXM\b|\bSYC\b|\bSYR\b|\bTCA\b|\bTCD\b|\bTGO\b|\bTHA\b|\bTJK\b|\bTKM\b|\bTLS\b|\bTON\b|\bTTO\b|\bTUN\b|\bTUR\b|\bTZA\b|\bUGA\b|\bUKR\b|\bURY\b|\bUZB\b|\bVCT\b|\bVEN\b|\bVIR\b|\bVNM\b|\bVUT\b|\bWLF\b|\bWSM\b|\bYEM\b|\bZAF\b|\bZMB\b|\bZWE\b|global south|Third World|Pacific Alliance))|((?=.*(?:developing|least.?develop\S*|less.?develop\S*|underdevel\S*|\bpoor|low.?income|lower.?income|small island\S*|africa\S*|\bimpover\S*|\bpover\S*|\bemergent\S*))(?=.*(?:countr\S*|\bnation.?|\bstate.?\b))))).+,indirect
SDG12_b,^(?=.*(?:sustainab\S*|\bgreen\b))(?=.*(?:touris\S*))(?=.*(?:monitor\S*|manag\S*|accounting|\btrack\S*|\bregulat\S*|administer\S*|govern\S*)).+,indirect
SDG12_c,^(?=.*(?:fossil|\bcoal\b|\bcoals\b|petrol|natural gas|crude oil.?|gasoline|kerosene|non.?renewable.?|traditional energy|Conventional energy))(?=.*(?:\bsubsidy|\bsubsidies|\bsubsidiz\S*|\bsubsidis\S*|expenditure|expens\S*)).+,indirect
SDG13_1,^(?=.*(?:\bclimat\S*|global change|Global dimming|global environment change|\bENSO\b|\bEl Ni|Southern Oscillation|extreme weather|weather pattern.?|warming|\bwarmer|warmest|temperature|hotter|hottest|heat.?up|heat.?wave.?|cloudburst|aridity|drought.?|rainfall shortfall|flood\S*|\bstorm\S*|extreme heat\S*|Heat Island|cold wave.?|extreme precipitation.?|extreme rainfall|heavy rain.?|heavy downpour\S*|thunder.?storm.?|ice storm.?|blizzard\S*|hailstorm.?|tropical storm.?|Human activit\S*|anthropogenic\S*|wild.?fire\S*|fire.?storm\S*|\bsea.?level|\bsea.?ice|\bmelt\S*|Ocean acidification|kyoto protocol))(?=.*(?:shock\S*|disaster.?|catastroph\S*|cataclysm|casualt\S*|calamit\S*|hazard\S*|mishap\S*|hurricane\S*|tornado\S*|cyclone\S*|flood\S*|drought\S*|\bharm.?\b|\bharmed\b|wild.?fire|fire.?storm|Extreme event.?|extreme climate|extreme weather|extreme temperature|extreme heat|heat.?wave|cold wave|extreme precipitation|lightning|thunderstorm.?|ice storm.?|blizzard\S*|hailstorm\S*|tropical storm.?|earthquake.?|volcanic eruption.?|limnic eruption.?|exploding lake.?|landslide.?|mudslide.?|debris flow.?|tsunami\S*|sinkhole\S*|subsidence\S*|mortal\S*|death|\bdead|\bdie\b|\bdies\b|\bdied\b|\bdying|fatal|deceas\S*|\bdemis\S*|\bkilled|lethal|perish\S*|lose.*life|pass away|\bmissing person|human loss))(?=.*(?:resilien\S*|adapt\S*|adjust\S*|\bcombat\S*|\blimit.?\b|alleviat\S*|\babate\S*|abridge\S*|\bavert\S*|abolish\S*|eradicat\S*|eliminat\S*|\beras\S*|\bease\S*|\bend.?\b|\bended\b|rid of|phase out|\bwipe out|\breduc\S*|\bcut.?\b|\bcurb\S*|curtail\S*|declin\S*|decreas\S*|diminish\S*|diminution\S*|\bdrop\S*|dwindl\S*|\bfade\b|fall off|go down|goes down|went down|tone down|die down|cut down|\bhalt\S*|hinder\S*|\bhamper\S*|impede\S*|\binhibit.?\b|\binhibited\b|\binhibiting|lessen\S*|mitigat\S*|slash\S*|shrink\S*|\bstop\S*|slump\S*|\btrim\S*|weaken\S*|\bno\b|\bzero|prevent\S*|prohibit\S*|minimis\S*|minimiz\S*)).+,indirect
SDG13_2,^(?=.*(?:\bemission.?|\bCO2\b|carbon|green.?house|\bGHG\b|G\.H\.G\.|Halocarbons|chlorofluorocarbon.?|\bcfc\b|c\.f\.c\.|\bCFCs\b|water vapour|methane|\bCH4\b|nitrous oxide|\bN2O\b|Nitrogen Oxides|\bNOx\b|\bozone.?|\bO3\b|fluorinated gas|perfluorocarbon.?|\bPFCs\b|hydrofluorocarbon.?|\bHFCs\b|sulphur hexafluoride|\bSF6\b|nitrogen trifluoride|\bNF3\b))(?=.*(?:captur\S*|sequest\S*|\blimit.?\b|\bremov\S*|absorb\S*|stabiliz\S*|alleviat\S*|\babate\S*|abridge\S*|\bavert\S*|abolish\S*|eradicat\S*|eliminat\S*|\beras\S*|\bease\S*|\bend.?\b|\bended\b|rid of|phase out|\bwipe out|\breduc\S*|\bcut.?\b|\bcurb\S*|curtail\S*|declin\S*|decreas\S*|diminish\S*|diminution\S*|\bdrop\S*|dwindl\S*|\bfade\b|fall off|go down|goes down|went down|tone down|die down|cut down|\bhalt\S*|hinder\S*|\bhamper\S*|impede\S*|\binhibit.?\b|\binhibited\b|\binhibiting|lessen\S*|mitigat\S*|slash\S*|shrink\S*|\bstop\S*|slump\S*|\btrim\S*|weaken\S*|\bno\b|\bzero|prevent\S*|prohibit\S*|minimis\S*|minimiz\S*)).+,indirect
SDG13_2,^(?!.*(?:Power segment\S*|Power Green Camp\S*|Renewables & Power|wind up|Clean Energy Fuels Corp|\bltd\b|Total Solar|alternative approach|Renewables segment\S*|energy forward agreement\S*)).*(energy transition\S*|decarboni\S*|((\brenewables|biofuel|bioenergy|biodiesel|bio.?gas|bioethanol|hydropower|hydroelectric|electrofuel|\be.?fuel|photovoltaic|wind farm\S*|offshore wind|wind turbine\S*|solar panel\S*)|(?=.*(?:\badvanc\S*|alcohol|modern|\bclean\b|\brenewable|alternative\b|ethanol|biorefinery|\bwind\b|solar|biomass|nuclear|\bsun\b|sunlight.?\b|\btide.?\b|tidal|\bwave.?\b|\bwood.?\b|thermal|geothermal|algae|\balgal|\bHydro\S*|hybrid|hydrogen|synthetic\S*|\bgreen\b|\bgreener\b|sustainable|enviro.?friendly|eco.?friendly|Environmentally.?Friendly|Environment.?Friendly))(?=.*(?:\benergy|\benergies|\bfuel.?\b|\bpower\b)))).+,indirect
SDG13_2,^(?!.*(?:data.?base\S*|data.?base\S*)).*(\bCOP\b|\bCOP.?\d+|\bIPCC\b|\bUNFCC\b|Paris Agreement\S*|Paris Climate Agreement.?|Montreal Protocol|nationally determined contribution.?|national adaptation plan.?|Rio Convention.?|1\.5.?Â°C|2.?Â°C|1\.5 degrees Celsius|2 degrees Fahrenheit\S*|two degrees Celsius|net.?zero|negative emission\S*|Carbon Neutral|carbon sink\S*|Carbon negative|kyoto protocol|tipping point\S*).+,indirect
SDG13_2,"(((?:ocean acidification|deforest\S*|desertificati\S*|animal farming|farming livestock\S*|fertilizer\S*|air pollut\S*|typhoon\S*|hurricane\S*)\s(?:\w+\s){0,4}(?=(?:alleviat\S*|\babate\S*|abridge\S*|\bavert\S*|abolish\S*|eradicat\S*|eliminat\S*|\beras\S*|\bease\S*|\bend.?\b|\bended\b|rid of|phase out|\bwipe out|\breduc\S*|\bcut.?\b|\bcurb\S*|curtail\S*|declin\S*|decreas\S*|diminish\S*|diminution\S*|\bdrop\S*|dwindl\S*|\bfade\b|fall off|go down|goes down|went down|tone down|die down|cut down|\bhalt\S*|hinder\S*|\bhamper\S*|impede\S*|\binhibit.?\b|\binhibited\b|\binhibiting|lessen\S*|mitigat\S*|slash\S*|shrink\S*|\bstop\S*|slump\S*|\btrim\S*|weaken\S*|\bno\b|\bzero|prevent\S*|prohibit\S*|minimis\S*|minimiz\S*)))|((?:alleviat\S*|\babate\S*|abridge\S*|\bavert\S*|abolish\S*|eradicat\S*|eliminat\S*|\beras\S*|\bease\S*|\bend.?\b|\bended\b|rid of|phase out|\bwipe out|\breduc\S*|\bcut.?\b|\bcurb\S*|curtail\S*|declin\S*|decreas\S*|diminish\S*|diminution\S*|\bdrop\S*|dwindl\S*|\bfade\b|fall off|go down|goes down|went down|tone down|die down|cut down|\bhalt\S*|hinder\S*|\bhamper\S*|impede\S*|\binhibit.?\b|\binhibited\b|\binhibiting|lessen\S*|mitigat\S*|slash\S*|shrink\S*|\bstop\S*|slump\S*|\btrim\S*|weaken\S*|\bno\b|\bzero|prevent\S*|prohibit\S*|minimis\S*|minimiz\S*)\s(?:\w+\s){0,4}(?=(?:ocean acidification|deforest\S*|desertificati\S*|animal farming|farming livestock\S*|fertilizer\S*|air pollut\S*|typhoon\S*|hurricane\S*))))",indirect
SDG13_2,"^(?=.*(?:alleviat\S*|\babate\S*|abridge\S*|\bavert\S*|abolish\S*|eradicat\S*|eliminat\S*|\beras\S*|\bease\S*|\bend.?\b|\bended\b|rid of|phase out|\bwipe out|\breduc\S*|\bcut.?\b|\bcurb\S*|curtail\S*|declin\S*|decreas\S*|diminish\S*|diminution\S*|\bdrop\S*|dwindl\S*|\bfade\b|fall off|go down|goes down|went down|tone down|die down|cut down|\bhalt\S*|hinder\S*|\bhamper\S*|impede\S*|\binhibit.?\b|\binhibited\b|\binhibiting|lessen\S*|mitigat\S*|slash\S*|shrink\S*|\bstop\S*|slump\S*|\btrim\S*|weaken\S*|\bno\b|\bzero|prevent\S*|prohibit\S*|minimis\S*|minimiz\S*)).+(((?:fossil.?fuel\S*|fossil.?gas|\bcoal\b|\bcoals\b|petrol\S*|natural gas|methane|crude oil.?|traditional energy|Conventional energy)\s(?:\w+\s){0,4}(?=(?:consumption.?|consumed|\busage.?|\busing\b|\buse\b|\buses\b)))|((?:consumption.?|consumed|\busage.?|\busing\b|\buse\b|\buses\b)\s(?:\w+\s){0,4}(?=(?:fossil.?fuel\S*|fossil.?gas|\bcoal\b|\bcoals\b|petrol\S*|natural gas|methane|crude oil.?|traditional energy|Conventional energy))))",indirect
SDG13_2,"^(?!.*(?:business climate|economic climate)).*(((?:\bclimat\S*|global change|Global dimming|global environment change|\bENSO\b|\bEl Ni|Southern Oscillation|extreme weather|weather pattern.?|warming|\bwarmer|warmest|temperature|hotter|hottest|heat.?up|heat.?wave.?|cloudburst|aridity|drought.?|rainfall shortfall|flood\S*|\bstorm\S*|extreme heat\S*|Heat Island|cold wave.?|extreme precipitation.?|extreme rainfall|heavy rain.?|heavy downpour\S*|thunder.?storm.?|ice storm.?|blizzard\S*|hailstorm.?|tropical storm.?|Human activit\S*|anthropogenic\S*|wild.?fire\S*|fire.?storm\S*|\bsea.?level|\bsea.?ice|\bmelt\S*|Ocean acidification|\bCOP\b|\bCOP.?\d+|\bIPCC\b|\bUNFCC\b|Paris Agreement\S*|Paris Climate Agreement.?|Montreal Protocol|nationally determined contribution.?|national adaptation plan.?|Rio Convention.?|1\.5.?Â°C|2.?Â°C|1\.5 degrees Celsius|2 degrees Fahrenheit\S*|two degrees Celsius|net.?zero|negative emission\S*|Carbon Neutral|carbon sink\S*|Carbon negative)\s(?:\w+\s){0,8}(?=(?:adapt\S*|Mitigation\S*|action\S*|\bact\b|legislation\S*|contribut\S*|convention\S*|prepar\S*|fight\S*|\bcombat\S*|tackl\S*|response to|cope.?with|coping with|deal.?with|dealing with|handl\S*|\bmeasure.?\b|action.?|activit\S*|administ\S*|agreement.?|approach\S*|arrangement.?|blueprint.?|\bdeal.?|\bguide\S*|govern\S*|method.?|manag\S*|\bpolicy|\bpolicies|\bplan\b|\bplans\b|planning|proced\S*|program\S*|project.?\b|practice.?|procedure.?|propos\S*|protocol.?|\brule.?\b|\bregulat\S*|\blaw.?|\btreat\S*|\bright.?|constitution.?|initiative.?|scheme.?|strateg\S*|alleviat\S*|\babate\S*|abridge\S*|\bavert\S*|abolish\S*|eradicat\S*|eliminat\S*|\beras\S*|\bease\S*|\bend.?\b|\bended\b|rid of|phase out|\bwipe out|\breduc\S*|\bcut.?\b|\bcurb\S*|curtail\S*|declin\S*|decreas\S*|diminish\S*|diminution\S*|\bdrop\S*|dwindl\S*|\bfade\b|fall off|go down|goes down|went down|tone down|die down|cut down|\bhalt\S*|hinder\S*|\bhamper\S*|impede\S*|\binhibit.?\b|\binhibited\b|\binhibiting|lessen\S*|mitigat\S*|slash\S*|shrink\S*|\bstop\S*|slump\S*|\btrim\S*|weaken\S*|\bno\b|\bzero|prevent\S*|prohibit\S*|minimis\S*|minimiz\S*)))|((?:adapt\S*|Mitigation\S*|action\S*|\bact\b|legislation\S*|contribut\S*|convention\S*|prepar\S*|fight\S*|\bcombat\S*|tackl\S*|response to|cope.?with|coping with|deal.?with|dealing with|handl\S*|\bmeasure.?\b|action.?|activit\S*|administ\S*|agreement.?|approach\S*|arrangement.?|blueprint.?|\bdeal.?|\bguide\S*|govern\S*|method.?|manag\S*|\bpolicy|\bpolicies|\bplan\b|\bplans\b|planning|proced\S*|program\S*|project.?\b|practice.?|procedure.?|propos\S*|protocol.?|\brule.?\b|\bregulat\S*|\blaw.?|\btreat\S*|\bright.?|constitution.?|initiative.?|scheme.?|strateg\S*|alleviat\S*|\babate\S*|abridge\S*|\bavert\S*|abolish\S*|eradicat\S*|eliminat\S*|\beras\S*|\bease\S*|\bend.?\b|\bended\b|rid of|phase out|\bwipe out|\breduc\S*|\bcut.?\b|\bcurb\S*|curtail\S*|declin\S*|decreas\S*|diminish\S*|diminution\S*|\bdrop\S*|dwindl\S*|\bfade\b|fall off|go down|goes down|went down|tone down|die down|cut down|\bhalt\S*|hinder\S*|\bhamper\S*|impede\S*|\binhibit.?\b|\binhibited\b|\binhibiting|lessen\S*|mitigat\S*|slash\S*|shrink\S*|\bstop\S*|slump\S*|\btrim\S*|weaken\S*|\bno\b|\bzero|prevent\S*|prohibit\S*|minimis\S*|minimiz\S*)\s(?:\w+\s){0,8}(?=(?:\bclimat\S*|global change|Global dimming|global environment change|\bENSO\b|\bEl Ni|Southern Oscillation|extreme weather|weather pattern.?|warming|\bwarmer|warmest|temperature|hotter|hottest|heat.?up|heat.?wave.?|cloudburst|aridity|drought.?|rainfall shortfall|flood\S*|\bstorm\S*|extreme heat\S*|Heat Island|cold wave.?|extreme precipitation.?|extreme rainfall|heavy rain.?|heavy downpour\S*|thunder.?storm.?|ice storm.?|blizzard\S*|hailstorm.?|tropical storm.?|Human activit\S*|anthropogenic\S*|wild.?fire\S*|fire.?storm\S*|\bsea.?level|\bsea.?ice|\bmelt\S*|Ocean acidification|\bCOP\b|\bCOP.?\d+|\bIPCC\b|\bUNFCC\b|Paris Agreement\S*|Paris Climate Agreement.?|Montreal Protocol|nationally determined contribution.?|national adaptation plan.?|Rio Convention.?|1\.5.?Â°C|2.?Â°C|1\.5 degrees Celsius|2 degrees Fahrenheit\S*|two degrees Celsius|net.?zero|negative emission\S*|Carbon Neutral|carbon sink\S*|Carbon negative))))",indirect
SDG13_3,^(?=.*(?:\bclimat\S*|global change|Global dimming|global environment change|\bENSO\b|\bEl Ni|Southern Oscillation|extreme weather|weather pattern.?|warming|\bwarmer|warmest|temperature|hotter|hottest|heat.?up|heat.?wave.?|cloudburst|aridity|drought.?|rainfall shortfall|flood\S*|\bstorm\S*|extreme heat\S*|Heat Island|cold wave.?|extreme precipitation.?|extreme rainfall|heavy rain.?|heavy downpour\S*|thunder.?storm.?|ice storm.?|blizzard\S*|hailstorm.?|tropical storm.?|Human activit\S*|anthropogenic\S*|wild.?fire\S*|fire.?storm\S*|\bsea.?level|\bsea.?ice|\bmelt\S*|Ocean acidification|kyoto protocol|\bemission.?|\bCO2\b|carbon|green.?house|\bGHG\b|G\.H\.G\.|Halocarbons|chlorofluorocarbon.?|\bcfc\b|c\.f\.c\.|\bCFCs\b|water vapour|methane|\bCH4\b|nitrous oxide|\bN2O\b|Nitrogen Oxides|\bNOx\b|\bozone.?|\bO3\b|fluorinated gas|perfluorocarbon.?|\bPFCs\b|hydrofluorocarbon.?|\bHFCs\b|sulphur hexafluoride|\bSF6\b|nitrogen trifluoride|\bNF3\b))(?=.*(?:adapt\S*|captur\S*|contribut\S*|convention\S*|alleviat\S*|\babate\S*|abridge\S*|\bavert\S*|abolish\S*|eradicat\S*|eliminat\S*|\beras\S*|\bease\S*|\bend.?\b|\bended\b|rid of|phase out|\bwipe out|\breduc\S*|\bcut.?\b|\bcurb\S*|curtail\S*|declin\S*|decreas\S*|diminish\S*|diminution\S*|\bdrop\S*|dwindl\S*|\bfade\b|fall off|go down|goes down|went down|tone down|die down|cut down|\bhalt\S*|hinder\S*|\bhamper\S*|impede\S*|\binhibit.?\b|\binhibited\b|\binhibiting|lessen\S*|mitigat\S*|slash\S*|shrink\S*|\bstop\S*|slump\S*|\btrim\S*|weaken\S*|\bno\b|\bzero|prevent\S*|prohibit\S*|minimis\S*|minimiz\S*|action.?|activit\S*|administ\S*|agreement.?|approach\S*|arrangement.?|blueprint.?|\bdeal.?|\bguide\S*|govern\S*|method.?|manag\S*|\bpolicy|\bpolicies|\bplan\b|\bplans\b|planning|proced\S*|program\S*|project.?\b|practice.?|procedure.?|propos\S*|protocol.?|\brule.?\b|\bregulat\S*|\blaw.?|\btreat\S*|\bright.?|constitution.?|initiative.?|scheme.?|strateg\S*))(?=.*(?:educat\S*|aware\S*|engag\S*|outreach|communicat\S*|\binforming|\binform\b|\binforms\b|\binformed\b|\btrain\S*|tutor\S*|instruct\S*|teach\S*|learn\S*)).+,indirect
